actor,revenue,title
Jason Segel,25605015.0,Can't Hardly Wait
Sean Patrick Thomas,25605015.0,Can't Hardly Wait
Freddy Rodríguez,25605015.0,Can't Hardly Wait
Ming-Na Wen,304320254.0,Mulan
Lea Salonga,304320254.0,Mulan
Eddie Murphy,304320254.0,Mulan
BD Wong,304320254.0,Mulan
Donny Osmond,304320254.0,Mulan
Miguel Ferrer,304320254.0,Mulan
June Foray,304320254.0,Mulan
Marni Nixon,304320254.0,Mulan
Harvey Fierstein,304320254.0,Mulan
Gedde Watanabe,304320254.0,Mulan
Matthew Wilder,304320254.0,Mulan
Jerry Tondo,304320254.0,Mulan
James Hong,304320254.0,Mulan
Soon-Tek Oh,304320254.0,Mulan
Pat Morita,304320254.0,Mulan
George Takei,304320254.0,Mulan
Miriam Margolyes,304320254.0,Mulan
Freda Foh Shen,304320254.0,Mulan
James Shigeta,304320254.0,Mulan
Frank Welker,304320254.0,Mulan
Chris Sanders,304320254.0,Mulan
Mary Kay Bergman,304320254.0,Mulan
Kelly Chen,304320254.0,Mulan
CoCo Lee,304320254.0,Mulan
Xu Qing,304320254.0,Mulan
Jackie Chan,304320254.0,Mulan
Cameron Diaz,369884651.0,There's Something About Mary
Ben Stiller,369884651.0,There's Something About Mary
Matt Dillon,369884651.0,There's Something About Mary
Lee Evans,369884651.0,There's Something About Mary
Chris Elliott,369884651.0,There's Something About Mary
Lin Shaye,369884651.0,There's Something About Mary
Jeffrey Tambor,369884651.0,There's Something About Mary
Markie Post,369884651.0,There's Something About Mary
Keith David,369884651.0,There's Something About Mary
W. Earl Brown,369884651.0,There's Something About Mary
Sarah Silverman,369884651.0,There's Something About Mary
Brett Favre,369884651.0,There's Something About Mary
Khandi Alexander,369884651.0,There's Something About Mary
Richard Tyson,369884651.0,There's Something About Mary
Rob Moran,369884651.0,There's Something About Mary
Willie Garson,369884651.0,There's Something About Mary
Richard Jenkins,369884651.0,There's Something About Mary
Harland Williams,369884651.0,There's Something About Mary
Steve Tyler,369884651.0,There's Something About Mary
Natalie Wood,43656822.0,West Side Story
Richard Beymer,43656822.0,West Side Story
Russ Tamblyn,43656822.0,West Side Story
Rita Moreno,43656822.0,West Side Story
George Chakiris,43656822.0,West Side Story
Simon Oakland,43656822.0,West Side Story
Ned Glass,43656822.0,West Side Story
William Bramley,43656822.0,West Side Story
Tucker Smith,43656822.0,West Side Story
Tony Mordente,43656822.0,West Side Story
David Winters,43656822.0,West Side Story
Eliot Feld,43656822.0,West Side Story
Bert Michaels,43656822.0,West Side Story
David Bean,43656822.0,West Side Story
Robert Banas,43656822.0,West Side Story
Scooter Teague,43656822.0,West Side Story
Harvey Evans,43656822.0,West Side Story
Tommy Abbott,43656822.0,West Side Story
Susan Oakes,43656822.0,West Side Story
Gina Trikonis,43656822.0,West Side Story
Carole D'Andrea,43656822.0,West Side Story
Jose De Vega,43656822.0,West Side Story
Jay Norman,43656822.0,West Side Story
Gus Trikonis,43656822.0,West Side Story
Eddie Verso,43656822.0,West Side Story
Jaime Rogers,43656822.0,West Side Story
Larry Roquemore,43656822.0,West Side Story
Robert E. Thompson,43656822.0,West Side Story
Nick Navarro,43656822.0,West Side Story
Rudy Del Campo,43656822.0,West Side Story
Andre Tayir,43656822.0,West Side Story
Yvonne Othon,43656822.0,West Side Story
Suzie Kaye,43656822.0,West Side Story
Joanne Miya,43656822.0,West Side Story
John Astin,43656822.0,West Side Story
Penny Santon,43656822.0,West Side Story
Gene Hackman,84563118.0,The Poseidon Adventure
Ernest Borgnine,84563118.0,The Poseidon Adventure
Red Buttons,84563118.0,The Poseidon Adventure
Carol Lynley,84563118.0,The Poseidon Adventure
Roddy McDowall,84563118.0,The Poseidon Adventure
Stella Stevens,84563118.0,The Poseidon Adventure
Shelley Winters,84563118.0,The Poseidon Adventure
Jack Albertson,84563118.0,The Poseidon Adventure
Leslie Nielsen,84563118.0,The Poseidon Adventure
Pamela Sue Martin,84563118.0,The Poseidon Adventure
Eric Shea,84563118.0,The Poseidon Adventure
Fred Sadoff,84563118.0,The Poseidon Adventure
Roseann Williams,84563118.0,The Poseidon Adventure
Arthur O'Connell,84563118.0,The Poseidon Adventure
Sheila Allen,84563118.0,The Poseidon Adventure
Jan Arvan,84563118.0,The Poseidon Adventure
Byron Webster,84563118.0,The Poseidon Adventure
John Crawford,84563118.0,The Poseidon Adventure
Bob Hastings,84563118.0,The Poseidon Adventure
Erik L. Nelson,84563118.0,The Poseidon Adventure
Charles Bateman,84563118.0,The Poseidon Adventure
Donnie Dunagan,267447150.0,Bambi
Peter Behn,267447150.0,Bambi
Stan Alexander,267447150.0,Bambi
Cammie King,267447150.0,Bambi
Will Wright,267447150.0,Bambi
Hardie Albright,267447150.0,Bambi
Ann Gillis,267447150.0,Bambi
Tim Davis,267447150.0,Bambi
Sam Edwards,267447150.0,Bambi
Sterling Holloway,267447150.0,Bambi
Otis Harlan,267447150.0,Bambi
Grant Bardsley,21288692.0,The Black Cauldron
Susan Sheridan,21288692.0,The Black Cauldron
John Byner,21288692.0,The Black Cauldron
Nigel Hawthorne,21288692.0,The Black Cauldron
John Hurt,21288692.0,The Black Cauldron
Freddie Jones,21288692.0,The Black Cauldron
Phil Fondacaro,21288692.0,The Black Cauldron
Arthur Malet,21288692.0,The Black Cauldron
Lindsay Rich,21288692.0,The Black Cauldron
Brandon Call,21288692.0,The Black Cauldron
Gregory Levinson,21288692.0,The Black Cauldron
Eda Reiss Merin,21288692.0,The Black Cauldron
Adele Malis-Morey,21288692.0,The Black Cauldron
Billie Hayes,21288692.0,The Black Cauldron
Peter Renaday,21288692.0,The Black Cauldron
James Almanzar,21288692.0,The Black Cauldron
John Huston,21288692.0,The Black Cauldron
Barrie Ingham,38625550.0,The Great Mouse Detective
Val Bettin,38625550.0,The Great Mouse Detective
Vincent Price,38625550.0,The Great Mouse Detective
Susanne Pollatschek,38625550.0,The Great Mouse Detective
Candy Candido,38625550.0,The Great Mouse Detective
Diana Chesney,38625550.0,The Great Mouse Detective
Eve Brenner,38625550.0,The Great Mouse Detective
Alan Young,38625550.0,The Great Mouse Detective
Basil Rathbone,38625550.0,The Great Mouse Detective
Ellen Fitzhugh,38625550.0,The Great Mouse Detective
Walker Edmiston,38625550.0,The Great Mouse Detective
Wayne Allwine,38625550.0,The Great Mouse Detective
Tony Anselmo,38625550.0,The Great Mouse Detective
Jodi Benson,222300000.0,The Little Mermaid
Christopher Daniel Barnes,222300000.0,The Little Mermaid
Jason Marin,222300000.0,The Little Mermaid
Samuel E. Wright,222300000.0,The Little Mermaid
Buddy Hackett,222300000.0,The Little Mermaid
Kenneth Mars,222300000.0,The Little Mermaid
Pat Carroll,222300000.0,The Little Mermaid
Rene Auberjonois,222300000.0,The Little Mermaid
Paddi Edwards,222300000.0,The Little Mermaid
Ben Wright,222300000.0,The Little Mermaid
Edie McClurg,222300000.0,The Little Mermaid
Will Ryan,222300000.0,The Little Mermaid
Rod Taylor,215880014.0,One Hundred and One Dalmatians
J. Pat O'Malley,215880014.0,One Hundred and One Dalmatians
Betty Lou Gerson,215880014.0,One Hundred and One Dalmatians
Martha Wentworth,215880014.0,One Hundred and One Dalmatians
Ben Wright,215880014.0,One Hundred and One Dalmatians
Cate Bauer,215880014.0,One Hundred and One Dalmatians
David Frankham,215880014.0,One Hundred and One Dalmatians
Frederick Worlock,215880014.0,One Hundred and One Dalmatians
Lisa Davis,215880014.0,One Hundred and One Dalmatians
Tom Conway,215880014.0,One Hundred and One Dalmatians
Tudor Owen,215880014.0,One Hundred and One Dalmatians
George Pelling,215880014.0,One Hundred and One Dalmatians
Ramsay Hill,215880014.0,One Hundred and One Dalmatians
Queenie Leonard,215880014.0,One Hundred and One Dalmatians
Marjorie Bennett,215880014.0,One Hundred and One Dalmatians
Mickey Maga,215880014.0,One Hundred and One Dalmatians
Barbara Beaird,215880014.0,One Hundred and One Dalmatians
Mimi Gibson,215880014.0,One Hundred and One Dalmatians
Sandra Abbott,215880014.0,One Hundred and One Dalmatians
Thurl Ravenscroft,215880014.0,One Hundred and One Dalmatians
Bill Lee,215880014.0,One Hundred and One Dalmatians
Bobby Driscoll,87404651.0,Peter Pan
Kathryn Beaumont,87404651.0,Peter Pan
Hans Conried,87404651.0,Peter Pan
Bill Thompson,87404651.0,Peter Pan
Heather Angel,87404651.0,Peter Pan
Paul Collins,87404651.0,Peter Pan
Tommy Luske,87404651.0,Peter Pan
Candy Candido,87404651.0,Peter Pan
Tom Conway,87404651.0,Peter Pan
Bob Newhart,47431461.0,The Rescuers Down Under
Eva Gabor,47431461.0,The Rescuers Down Under
John Candy,47431461.0,The Rescuers Down Under
Tristan Rogers,47431461.0,The Rescuers Down Under
Adam Ryen,47431461.0,The Rescuers Down Under
George C. Scott,47431461.0,The Rescuers Down Under
Wayne Robson,47431461.0,The Rescuers Down Under
Douglas Seale,47431461.0,The Rescuers Down Under
Frank Welker,47431461.0,The Rescuers Down Under
Bernard Fox,47431461.0,The Rescuers Down Under
Peter Firth,47431461.0,The Rescuers Down Under
Ed Gilbert,47431461.0,The Rescuers Down Under
Carla Meyer,47431461.0,The Rescuers Down Under
Russi Taylor,47431461.0,The Rescuers Down Under
Peter Greenwood,47431461.0,The Rescuers Down Under
Billy Barty,47431461.0,The Rescuers Down Under
Bob Newhart,71215869.0,The Rescuers
Eva Gabor,71215869.0,The Rescuers
Geraldine Page,71215869.0,The Rescuers
Joe Flynn,71215869.0,The Rescuers
Jeanette Nolan,71215869.0,The Rescuers
Pat Buttram,71215869.0,The Rescuers
Jim Jordan,71215869.0,The Rescuers
John McIntire,71215869.0,The Rescuers
Michelle Stacy,71215869.0,The Rescuers
Bernard Fox,71215869.0,The Rescuers
Larry Clemmons,71215869.0,The Rescuers
James MacDonald,71215869.0,The Rescuers
George Lindsey,71215869.0,The Rescuers
Bill McMillian,71215869.0,The Rescuers
Dub Taylor,71215869.0,The Rescuers
Mary Costa,51000000.0,Sleeping Beauty
Bill Shirley,51000000.0,Sleeping Beauty
Eleanor Audley,51000000.0,Sleeping Beauty
Verna Felton,51000000.0,Sleeping Beauty
Barbara Luddy,51000000.0,Sleeping Beauty
Barbara Jo Allen,51000000.0,Sleeping Beauty
Taylor Holmes,51000000.0,Sleeping Beauty
Bill Thompson,51000000.0,Sleeping Beauty
Burt Reynolds,27100027.0,All Dogs Go to Heaven
Dom DeLuise,27100027.0,All Dogs Go to Heaven
Judith Barsi,27100027.0,All Dogs Go to Heaven
Melba Moore,27100027.0,All Dogs Go to Heaven
Daryl Gilley,27100027.0,All Dogs Go to Heaven
Candy Devine,27100027.0,All Dogs Go to Heaven
Vic Tayback,27100027.0,All Dogs Go to Heaven
Charles Nelson Reilly,27100027.0,All Dogs Go to Heaven
Robert Fuller,27100027.0,All Dogs Go to Heaven
Earleen Carey,27100027.0,All Dogs Go to Heaven
Anna Manahan,27100027.0,All Dogs Go to Heaven
Nigel Pegram,27100027.0,All Dogs Go to Heaven
Loni Anderson,27100027.0,All Dogs Go to Heaven
Ken Page,27100027.0,All Dogs Go to Heaven
Godfrey Quigley,27100027.0,All Dogs Go to Heaven
Jay Stevens,27100027.0,All Dogs Go to Heaven
Jim Henson,40577001.0,The Dark Crystal
Kathryn Mullen,40577001.0,The Dark Crystal
Frank Oz,40577001.0,The Dark Crystal
Dave Goelz,40577001.0,The Dark Crystal
Steve Whitmire,40577001.0,The Dark Crystal
Brian Muehl,40577001.0,The Dark Crystal
Stephen Garlick,40577001.0,The Dark Crystal
Lisa Maxwell,40577001.0,The Dark Crystal
Billie Whitelaw,40577001.0,The Dark Crystal
Percy Edwards,40577001.0,The Dark Crystal
Barry Dennen,40577001.0,The Dark Crystal
Michael Kilgarriff,40577001.0,The Dark Crystal
Jerry Nelson,40577001.0,The Dark Crystal
Thick Wilson,40577001.0,The Dark Crystal
John Baddeley,40577001.0,The Dark Crystal
David Buck,40577001.0,The Dark Crystal
Charles Collingwood,40577001.0,The Dark Crystal
Sean Barrett,40577001.0,The Dark Crystal
Patrick Monckton,40577001.0,The Dark Crystal
Susan Westerby,40577001.0,The Dark Crystal
Joseph O'Conor,40577001.0,The Dark Crystal
Woody Allen,171757863.0,Antz
Dan Aykroyd,171757863.0,Antz
Anne Bancroft,171757863.0,Antz
Danny Glover,171757863.0,Antz
Gene Hackman,171757863.0,Antz
Jane Curtin,171757863.0,Antz
Jennifer Lopez,171757863.0,Antz
John Mahoney,171757863.0,Antz
Paul Mazursky,171757863.0,Antz
Grant Shaud,171757863.0,Antz
Sylvester Stallone,171757863.0,Antz
Sharon Stone,171757863.0,Antz
Christopher Walken,171757863.0,Antz
Jim Cummings,171757863.0,Antz
April Winchell,171757863.0,Antz
Eric Darnell,171757863.0,Antz
Gary Schwartz,171757863.0,Antz
Jerry Sroka,171757863.0,Antz
Whoopi Goldberg,100491683.0,The Rugrats Movie
David Spade,100491683.0,The Rugrats Movie
E.G. Daily,100491683.0,The Rugrats Movie
Tara Strong,100491683.0,The Rugrats Movie
Christine Cavanaugh,100491683.0,The Rugrats Movie
Kath Soucie,100491683.0,The Rugrats Movie
Cheryl Chase,100491683.0,The Rugrats Movie
Tim Curry,100491683.0,The Rugrats Movie
Jack Riley,100491683.0,The Rugrats Movie
Busta Rhymes,100491683.0,The Rugrats Movie
Michael Bell,100491683.0,The Rugrats Movie
Joe Alaskey,100491683.0,The Rugrats Movie
Iggy Pop,100491683.0,The Rugrats Movie
Robert Armstrong,10000000.0,King Kong
Fay Wray,10000000.0,King Kong
Bruce Cabot,10000000.0,King Kong
Frank Reicher,10000000.0,King Kong
Victor Wong,10000000.0,King Kong
James Flavin,10000000.0,King Kong
Sam Hardy,10000000.0,King Kong
Noble Johnson,10000000.0,King Kong
Steve Clemente,10000000.0,King Kong
Bill Williams,10000000.0,King Kong
Dick Curtis,10000000.0,King Kong
Roscoe Ates,10000000.0,King Kong
Merian C. Cooper,10000000.0,King Kong
Ernest B. Schoedsack,10000000.0,King Kong
Val Kilmer,218613188.0,The Prince of Egypt
Ralph Fiennes,218613188.0,The Prince of Egypt
Patrick Stewart,218613188.0,The Prince of Egypt
Michelle Pfeiffer,218613188.0,The Prince of Egypt
Sandra Bullock,218613188.0,The Prince of Egypt
Jeff Goldblum,218613188.0,The Prince of Egypt
Danny Glover,218613188.0,The Prince of Egypt
Helen Mirren,218613188.0,The Prince of Egypt
Steve Martin,218613188.0,The Prince of Egypt
Martin Short,218613188.0,The Prince of Egypt
James Avery,218613188.0,The Prince of Egypt
Amick Byram,218613188.0,The Prince of Egypt
Aria Curzon,218613188.0,The Prince of Egypt
Sally Dworsky,218613188.0,The Prince of Egypt
Ofra Haza,218613188.0,The Prince of Egypt
Brian Stokes Mitchell,218613188.0,The Prince of Egypt
Bobby Motown,218613188.0,The Prince of Egypt
Eden Riegel,218613188.0,The Prince of Egypt
Shira Roth,218613188.0,The Prince of Egypt
Stephanie Sawyer,218613188.0,The Prince of Egypt
Francesca Smith,218613188.0,The Prince of Egypt
Linda Shayne,218613188.0,The Prince of Egypt
Keanu Reeves,463517383.0,The Matrix
Laurence Fishburne,463517383.0,The Matrix
Carrie-Anne Moss,463517383.0,The Matrix
Hugo Weaving,463517383.0,The Matrix
Gloria Foster,463517383.0,The Matrix
Joe Pantoliano,463517383.0,The Matrix
Marcus Chong,463517383.0,The Matrix
Paul Goddard,463517383.0,The Matrix
Robert Taylor,463517383.0,The Matrix
Julian Arahanga,463517383.0,The Matrix
Matt Doran,463517383.0,The Matrix
Belinda McClory,463517383.0,The Matrix
Anthony Ray Parker,463517383.0,The Matrix
David Aston,463517383.0,The Matrix
Marc Aden,463517383.0,The Matrix
Ada Nicodemou,463517383.0,The Matrix
Deni Gordon,463517383.0,The Matrix
Rowan Witt,463517383.0,The Matrix
Eleanor Witt,463517383.0,The Matrix
Tamara Brown,463517383.0,The Matrix
Janaya Pender,463517383.0,The Matrix
Adryn White,463517383.0,The Matrix
Natalie Tjen,463517383.0,The Matrix
Bill Young,463517383.0,The Matrix
David O'Connor,463517383.0,The Matrix
Jeremy Ball,463517383.0,The Matrix
Fiona Johnson,463517383.0,The Matrix
Harry Lawrence,463517383.0,The Matrix
Steve Dodd,463517383.0,The Matrix
Luke Quinton,463517383.0,The Matrix
Lawrence Woodward,463517383.0,The Matrix
Michael Butcher,463517383.0,The Matrix
Bernard Ledger,463517383.0,The Matrix
Robert Simper,463517383.0,The Matrix
Chris Pattinson,463517383.0,The Matrix
Nigel Harbach,463517383.0,The Matrix
Dan Aykroyd,2091037.0,It Came from Hollywood
John Candy,2091037.0,It Came from Hollywood
Cheech Marin,2091037.0,It Came from Hollywood
Tommy Chong,2091037.0,It Came from Hollywood
Gilda Radner,2091037.0,It Came from Hollywood
Tony Goldwyn,448000000.0,Tarzan
Glenn Close,448000000.0,Tarzan
Minnie Driver,448000000.0,Tarzan
Brian Blessed,448000000.0,Tarzan
Nigel Hawthorne,448000000.0,Tarzan
Lance Henriksen,448000000.0,Tarzan
Wayne Knight,448000000.0,Tarzan
Alex D. Linz,448000000.0,Tarzan
Rosie O'Donnell,448000000.0,Tarzan
Taylor Dempsey,448000000.0,Tarzan
Jason Marsden,448000000.0,Tarzan
Jason Biggs,235483004.0,American Pie
Chris Klein,235483004.0,American Pie
Thomas Ian Nicholas,235483004.0,American Pie
Alyson Hannigan,235483004.0,American Pie
Shannon Elizabeth,235483004.0,American Pie
Tara Reid,235483004.0,American Pie
Eddie Kaye Thomas,235483004.0,American Pie
Seann William Scott,235483004.0,American Pie
Eugene Levy,235483004.0,American Pie
Natasha Lyonne,235483004.0,American Pie
Mena Suvari,235483004.0,American Pie
Jennifer Coolidge,235483004.0,American Pie
Chris Owen,235483004.0,American Pie
Eric Lively,235483004.0,American Pie
Molly Cheek,235483004.0,American Pie
John Cho,235483004.0,American Pie
Justin Isfeld,235483004.0,American Pie
Eli Marienthal,235483004.0,American Pie
Tara Subkoff,235483004.0,American Pie
Lawrence Pressman,235483004.0,American Pie
Clyde Kusatsu,235483004.0,American Pie
Christina Milian,235483004.0,American Pie
Woody Schultz,235483004.0,American Pie
Eden Riegel,235483004.0,American Pie
Akuyoe Graham,235483004.0,American Pie
Veronica Lauren,235483004.0,American Pie
Monica McSwain,235483004.0,American Pie
Fletcher Sheridan,235483004.0,American Pie
Robyn Roth,235483004.0,American Pie
Jamar Cargo,235483004.0,American Pie
Sasha Barrese,235483004.0,American Pie
Linda Gehringer,235483004.0,American Pie
Jillian Bach,235483004.0,American Pie
Katie Lansdale,235483004.0,American Pie
James DeBello,235483004.0,American Pie
Travis Cody Aimer,235483004.0,American Pie
Mark Hoppus,235483004.0,American Pie
Tom DeLonge,235483004.0,American Pie
Daniel Spink,235483004.0,American Pie
Clementine Ford,235483004.0,American Pie
Casey Erklin,235483004.0,American Pie
Casey Affleck,235483004.0,American Pie
Hilary Angelo,235483004.0,American Pie
Michael C. Williams,248000000.0,The Blair Witch Project
Heather Donahue,248000000.0,The Blair Witch Project
Joshua Leonard,248000000.0,The Blair Witch Project
Bob Griffith,248000000.0,The Blair Witch Project
Jim King,248000000.0,The Blair Witch Project
Sandra Sánchez,248000000.0,The Blair Witch Project
Ed Swanson,248000000.0,The Blair Witch Project
Patricia DeCou,248000000.0,The Blair Witch Project
Mark Mason,248000000.0,The Blair Witch Project
Jackie Hallex,248000000.0,The Blair Witch Project
William Holden,26518355.0,Damien: Omen II
Lee Grant,26518355.0,Damien: Omen II
Jonathan Scott-Taylor,26518355.0,Damien: Omen II
Robert Foxworth,26518355.0,Damien: Omen II
Lance Henriksen,26518355.0,Damien: Omen II
Elizabeth Shepherd,26518355.0,Damien: Omen II
Nicholas Pryor,26518355.0,Damien: Omen II
Lew Ayres,26518355.0,Damien: Omen II
Sylvia Sidney,26518355.0,Damien: Omen II
Lucas Donat,26518355.0,Damien: Omen II
Leo McKern,26518355.0,Damien: Omen II
Ian Hendry,26518355.0,Damien: Omen II
Allan Arbus,26518355.0,Damien: Omen II
Meshach Taylor,26518355.0,Damien: Omen II
Fritz Ford,26518355.0,Damien: Omen II
Robert Hays,83453539.0,Airplane!
Julie Hagerty,83453539.0,Airplane!
Kareem Abdul-Jabbar,83453539.0,Airplane!
Lloyd Bridges,83453539.0,Airplane!
Peter Graves,83453539.0,Airplane!
Leslie Nielsen,83453539.0,Airplane!
Lorna Patterson,83453539.0,Airplane!
Robert Stack,83453539.0,Airplane!
Stephen Stucker,83453539.0,Airplane!
Jim Abrahams,83453539.0,Airplane!
Frank Ashmore,83453539.0,Airplane!
Jonathan Banks,83453539.0,Airplane!
Craig Berenson,83453539.0,Airplane!
Barbara Billingsley,83453539.0,Airplane!
Lee Bryant,83453539.0,Airplane!
Joyce Bulifant,83453539.0,Airplane!
Mae E. Campbell,83453539.0,Airplane!
Ethel Merman,83453539.0,Airplane!
Jimmie Walker,83453539.0,Airplane!
Jill Whelan,83453539.0,Airplane!
Kitten Natividad,83453539.0,Airplane!
Nora Meerbaum,83453539.0,Airplane!
Kenneth Tobey,83453539.0,Airplane!
Malcolm McDowell,23438120.0,Caligula
Teresa Ann Savoy,23438120.0,Caligula
Helen Mirren,23438120.0,Caligula
Peter O'Toole,23438120.0,Caligula
John Gielgud,23438120.0,Caligula
Paolo Bonacelli,23438120.0,Caligula
Guido Mannari,23438120.0,Caligula
Giancarlo Badessi,23438120.0,Caligula
John Steiner,23438120.0,Caligula
Bruno Brive,23438120.0,Caligula
Anneka Di Lorenzo,23438120.0,Caligula
Adriana Asti,23438120.0,Caligula
Jodi Benson,11373501.0,Thumbelina
Gino Conforti,11373501.0,Thumbelina
Barbara Cook,11373501.0,Thumbelina
Gary Imhoff,11373501.0,Thumbelina
